WELL,NPD_CODE,Year,Month,ON_STREAM_HRS,OIL_SM3,GAS_SM3,WATER_SM3,GAS_INJ_SM3,WATER_INJ_SM3
15/9-F-4,5693,2013,11,682.33333,,,,,155972.70506125
15/9-F-4,5693,2013,12,676.24999,,,,,148594.157254167
15/9-F-4,5693,2014,1,682.08334,,,,,147807.99611625
15/9-F-4,5693,2014,2,579.105,,,,,131023.21384
15/9-F-4,5693,2014,3,685.99999,,,,,154097.211248687
15/9-F-4,5693,2014,4,707.54167,,,,,185314.470035208
15/9-F-4,5693,2014,5,606.33334,,,,,156189.176303932
15/9-F-4,5693,2014,6,697.99643,,,,,202240.5579125
15/9-F-4,5693,2014,7,742.16667,,,,,226583.879235
15/9-F-4,5693,2014,8,607.30001,,,,,184109.826053542
15/9-F-4,5693,2014,9,693.33333,,,,,199867.76395625
15/9-F-4,5693,2014,10,742.33334,,,,,219621.858703883
15/9-F-4,5693,2014,11,619.88333,,,,,166856.737742917
15/9-F-4,5693,2014,12,292.05833,,,,,66671.23168125
15/9-F-4,5693,2015,1,675.88334,,,,,81160.8992102083
15/9-F-4,5693,2015,2,588.88334,,,,,126376.884487292
15/9-F-4,5693,2015,3,744,,,,,137054.803790462
15/9-F-4,5693,2015,4,707.66667,,,,,143683.084076667
15/9-F-4,5693,2015,5,744,,,,,128648.16758
15/9-F-4,5693,2015,6,717.45,,,,,161283.087375833
15/9-F-4,5693,2015,7,739.675,,,,,156312.540311667
15/9-F-4,5693,2015,8,614.66736,,,,,114753.050129375
15/9-F-4,5693,2015,9,715.98376,,,,,133755.403172083
15/9-F-4,5693,2015,10,728.59946,,,,,135860.216532925
15/9-F-4,5693,2015,11,698.5,,,,,160504.982634792
15/9-F-4,5693,2015,12,739.24999,,,,,152921.636901458
15/9-F-4,5693,2016,1,721.33333,,,,,152129.935574583
15/9-F-4,5693,2016,2,693.41667,,,,,148078.126220417
15/9-F-4,5693,2016,3,743,,,,,141201.785620625
15/9-F-4,5693,2016,4,701.83333,,,,,220078.315135417
15/9-F-4,5693,2016,5,744,,,,,269279.176161042
15/9-F-4,5693,2016,6,708.58333,,,,,257281.260869792
15/9-F-4,5693,2016,7,608.64998,,,,,197975.70744
15/9-F-4,5693,2016,8,656.58333,,,,,132382.877395208
15/9-F-4,5693,2016,9,340.10833,,,,,61200.8759954167
15/9-F-4,5693,2016,10,,,,,,
15/9-F-4,5693,2016,11,,,,,,
15/9-F-4,5693,2016,12,,,,,,
15/9-F-5,5769,2007,9,,,,,,
15/9-F-5,5769,2007,10,,,,,,
15/9-F-5,5769,2007,11,,,,,,
15/9-F-5,5769,2007,12,,,,,,
15/9-F-5,5769,2008,1,0,,,,,
15/9-F-5,5769,2008,2,0,,,,,
15/9-F-5,5769,2008,3,0,,,,,0
15/9-F-5,5769,2008,4,0,,,,,
15/9-F-5,5769,2008,5,0,,,,,
15/9-F-5,5769,2008,6,0,,,,,
15/9-F-5,5769,2008,7,0,,,,,
15/9-F-5,5769,2008,8,98.08167,,,,,14480.9320771154
15/9-F-5,5769,2008,9,557.88057,,,,,64814.2865244753
15/9-F-5,5769,2008,10,563.99999,,,,,122254.371735423
15/9-F-5,5769,2008,11,716.16667,,,,,219779.984398216
15/9-F-5,5769,2008,12,742.25,,,,,270199.399829583
15/9-F-5,5769,2009,1,697.49998,,,,,253655.425800708
15/9-F-5,5769,2009,2,635.74999,,,,,226102.01316
15/9-F-5,5769,2009,3,224.58334,,,,,81674.35
15/9-F-5,5769,2009,4,531.55,,,,,104818.54778
15/9-F-5,5769,2009,5,706.99999,,,,,232334.514448239
15/9-F-5,5769,2009,6,690.73332,,,,,133204.20527125
15/9-F-5,5769,2009,7,734.83333,,,,,205447.018688125
15/9-F-5,5769,2009,8,703.82499,,,,,198473.65997875
15/9-F-5,5769,2009,9,509.16667,,,,,171773.204862708
15/9-F-5,5769,2009,10,682.25168,,,,,200847.230494093
15/9-F-5,5769,2009,11,705.58333,,,,,208933.867881131
15/9-F-5,5769,2009,12,738.16666,,,,,225455.33740633
15/9-F-5,5769,2010,1,735.66667,,,,,251554.767873089
15/9-F-5,5769,2010,2,595.41668,,,,,199239.179513098
15/9-F-5,5769,2010,3,571.00834,,,,,159955.292046695
15/9-F-5,5769,2010,4,449.39168,,,,,143182.227375829
15/9-F-5,5769,2010,5,744,,,,,252211.737628333
15/9-F-5,5769,2010,6,716.66667,,,,,217995.5827325
15/9-F-5,5769,2010,7,743.16667,,,,,213816.939547708
15/9-F-5,5769,2010,8,447.14166,,,,,120306.477755738
15/9-F-5,5769,2010,9,695.41667,,,,,163185.260243315
15/9-F-5,5769,2010,10,717.58332,,,,,200667.24969863
15/9-F-5,5769,2010,11,703.91667,,,,,188435.816567962
15/9-F-5,5769,2010,12,732.66667,,,,,193372.731801458
15/9-F-5,5769,2011,1,744,,,,,189041.119518542
15/9-F-5,5769,2011,2,532.74998,,,,,139466.556430393
15/9-F-5,5769,2011,3,728.00001,,,,,184592.187690709
15/9-F-5,5769,2011,4,700.83334,,,,,188899.232610284
15/9-F-5,5769,2011,5,736.50001,,,,,191438.083542202
15/9-F-5,5769,2011,6,461.67501,,,,,115810.712320017
15/9-F-5,5769,2011,7,242.50835,,,,,60234.67072875
15/9-F-5,5769,2011,8,644.49168,,,,,161568.571769613
15/9-F-5,5769,2011,9,688.5,,,,,185636.237525969
15/9-F-5,5769,2011,10,328.63333,,,,,86121.0982520833
15/9-F-5,5769,2011,11,475.41666,,,,,111726.558581042
15/9-F-5,5769,2011,12,438.8,,,,,106760.272394792
15/9-F-5,5769,2012,1,423.99999,,,,,96145.2497339583
15/9-F-5,5769,2012,2,690.91666,,,,,144177.13334875
15/9-F-5,5769,2012,3,737.20834,,,,,144901.311793813
15/9-F-5,5769,2012,4,720,,,,,152913.710860625
15/9-F-5,5769,2012,5,732.33334,,,,,157759.447592917
15/9-F-5,5769,2012,6,710.66667,,,,,147174.916347917
15/9-F-5,5769,2012,7,740.33333,,,,,155141.689089375
15/9-F-5,5769,2012,8,309.12499,,,,,65973.9708189583
15/9-F-5,5769,2012,9,37.28334,,,,,8067.451343125
15/9-F-5,5769,2012,10,538.16666,,,,,118485.321297917
15/9-F-5,5769,2012,11,720,,,,,168629.702521667
15/9-F-5,5769,2012,12,697.83335,,,,,154926.221327083
15/9-F-5,5769,2013,1,732.25,,,,,159939.686388875
15/9-F-5,5769,2013,2,672,,,,,147798.464818125
15/9-F-5,5769,2013,3,400.46668,,,,,85998.0651489583
15/9-F-5,5769,2013,4,561.16832,,,,,121656.595674375
15/9-F-5,5769,2013,5,681.3,,,,,170935.465968125
15/9-F-5,5769,2013,6,573.24999,,,,,138629.205471875
15/9-F-5,5769,2013,7,654.29167,,,,,131248.921444167
15/9-F-5,5769,2013,8,687.05,,,,,185791.651601042
15/9-F-5,5769,2013,9,608.925,,,,,141322.974441042
15/9-F-5,5769,2013,10,654.41668,,,,,167622.051632708
15/9-F-5,5769,2013,11,681.66667,,,,,167983.460903542
15/9-F-5,5769,2013,12,676.25,,,,,169674.005445625
15/9-F-5,5769,2014,1,661.16667,,,,,139161.964208125
15/9-F-5,5769,2014,2,580.60833,,,,,139875.109217292
15/9-F-5,5769,2014,3,691.41667,,,,,168354.400344828
15/9-F-5,5769,2014,4,707.54167,,,,,170365.945108333
15/9-F-5,5769,2014,5,606.33334,,,,,155443.530097708
15/9-F-5,5769,2014,6,699.08333,,,,,170548.081449375
15/9-F-5,5769,2014,7,742.33334,,,,,149633.537327292
15/9-F-5,5769,2014,8,606.37964,,,,,122109.851845
15/9-F-5,5769,2014,9,691.49999,,,,,160662.468334167
15/9-F-5,5769,2014,10,741.83334,,,,,166833.313911608
15/9-F-5,5769,2014,11,660.55833,,,,,146406.909840417
15/9-F-5,5769,2014,12,394.325,,,,,95714.3667791667
15/9-F-5,5769,2015,1,702.63334,,,,,116851.662329792
15/9-F-5,5769,2015,2,583.88333,,,,,122957.754829792
15/9-F-5,5769,2015,3,744,,,,,127803.687132717
15/9-F-5,5769,2015,4,707.66667,,,,,146997.138336042
15/9-F-5,5769,2015,5,744,,,,,135253.88426375
15/9-F-5,5769,2015,6,717.45,,,,,146025.800912917
15/9-F-5,5769,2015,7,739.675,,,,,117659.770350208
15/9-F-5,5769,2015,8,606.19972,,,,,113141.006224167
15/9-F-5,5769,2015,9,711.73376,,,,,128260.871127292
15/9-F-5,5769,2015,10,724.40764,,,,,134374.871169767
15/9-F-5,5769,2015,11,642.93334,,,,,134602.940903542
15/9-F-5,5769,2015,12,739.24999,,,,,145383.330627292
15/9-F-5,5769,2016,1,721.41666,,,,,148394.556099792
15/9-F-5,5769,2016,2,691.25002,,,,,164188.597139375
15/9-F-5,5769,2016,3,743,,,,,139810.591270625
15/9-F-5,5769,2016,4,345.41668,3400.61,538638.56,2380.78,,20226.95879
15/9-F-5,5769,2016,5,732,9724.4,1534677.16,3949.9,,0
15/9-F-5,5769,2016,6,718.41667,9121.48,1468557.12,2376.93,,
15/9-F-5,5769,2016,7,668.64168,9985.29,1602674.39,2453.71,,0
15/9-F-5,5769,2016,8,608.425,8928.9,1417278.51,2371.86,,0
15/9-F-5,5769,2016,9,0,0,0,0,,0
